,val_loss,val_accuracy,loss,accuracy
0,2.3375323368952823,0.8273237347602844,1.5759850586614301,0.3565524220466614
1,2.538584550221761,0.9375,1.1561260642543916,0.3695942461490631
2,2.5639391373365354,0.9375,0.9232214335472353,0.43326613306999207
3,2.5455046861599655,0.9375,0.7414513253396557,0.47331148386001587
4,2.512673610296005,0.9371995329856873,0.5845693269083577,0.4986013174057007
5,2.46679634314317,0.8476061820983887,0.4514594333787118,0.5295110940933228
6,2.378762410237239,0.6677684187889099,0.3396431515293737,0.5402469635009766
7,2.2731880897130723,0.5916967391967773,0.2646419071382092,0.5529485940933228
8,2.1219824583102493,0.537109375,0.22903887033462525,0.5477822422981262
9,1.9749331932801466,0.5337539911270142,0.185617962960274,0.5586945414543152
10,1.8121071473146095,0.5089643597602844,0.15237129397930638,0.557472288608551
11,1.6656439487750714,0.4904347062110901,0.1336706891655922,0.5623235702514648
12,1.5583059879449697,0.47801482677459717,0.12049141189744396,0.56447833776474
13,1.4250223667193682,0.4729066491127014,0.11049527357662878,0.5684223771095276
14,1.3466724035067437,0.4837740361690521,0.10418173262188511,0.5679813623428345
15,1.290420651435852,0.49073517322540283,0.09727051176371113,0.5709299445152283
16,1.2289592959941962,0.4956931173801422,0.09195443204333706,0.5720136165618896
17,1.1891580132337718,0.5010015964508057,0.08787442522664224,0.5718876123428345
18,1.1632514550135686,0.5047575831413269,0.0849245804452127,0.5714213848114014
19,1.1334083584638743,0.5031049847602844,0.08087401933247043,0.575365424156189
20,1.1353431741396587,0.5070613026618958,0.07952346345109325,0.5733997225761414
21,1.1133070526978908,0.5096654891967773,0.07733751751722828,0.5728200674057007
22,1.0878029205860236,0.5051081776618958,0.07460696255007097,0.5754284262657166
23,1.0940712568087456,0.5119190812110901,0.07349411878854997,0.57419353723526
24,1.0890423227579167,0.506760835647583,0.07121559689121862,0.5752646327018738
25,1.0870665739744136,0.5066606402397156,0.07003982562211251,0.5763860940933228
26,1.1006970268029432,0.5068109035491943,0.0681184872023521,0.576461672782898
27,1.0788130668493419,0.5020031929016113,0.06764942340312466,0.5745463967323303
28,1.0836599637300541,0.5047075152397156,0.06614556990323528,0.5768271088600159
29,1.0875368209985585,0.5047575831413269,0.0646321679795942,0.5766885280609131
30,1.08192500548485,0.5016025900840759,0.06396625623587639,0.574999988079071
31,1.0810186893512042,0.500901460647583,0.0628654801557141,0.5759450793266296
32,1.083877756045415,0.5017027258872986,0.06174184886678573,0.5756174325942993
33,1.0769322621516693,0.5029046535491943,0.06071243257291856,0.5777973532676697
34,1.087594775053171,0.5013020634651184,0.06004782309455256,0.5754788517951965
35,1.0740354091693194,0.4982472062110901,0.059414561285126594,0.5757812261581421
36,1.0833521790993519,0.4993489682674408,0.058785793521711906,0.5744077563285828
37,1.0819901090401869,0.4989483058452606,0.058419128002658964,0.5749117732048035
38,1.0783952642709782,0.49854767322540283,0.05705140982904742,0.57809978723526
39,1.0821841359138489,0.49879807233810425,0.056552109074208046,0.5759450793266296
40,1.085205192749317,0.49809694290161133,0.05592953197417721,0.5765876770019531
41,1.0728640953699748,0.49664464592933655,0.055987592402004425,0.5731855034828186
42,1.084952780833611,0.49854767322540283,0.05517290614305004,0.5777217745780945
43,1.0858752681658819,0.49599358439445496,0.05440042340947736,0.577318549156189
44,1.081016140106397,0.49429085850715637,0.053980775850434454,0.5741431713104248
45,1.082106290719448,0.49684494733810425,0.05328008945911161,0.5765246748924255
46,1.087766436430124,0.4952423870563507,0.05261191160928819,0.5752394199371338
47,1.086133293616466,0.4948417544364929,0.0523873396938847,0.5767263174057007
48,1.0921285320550969,0.49404045939445496,0.0522198329048772,0.5758568644523621
49,1.085273808393723,0.49469152092933655,0.05153228640556336,0.576953113079071
50,1.08257646438403,0.49358972907066345,0.05109266335925748,0.5765498876571655
51,1.088125011859796,0.4935396611690521,0.05105485930558174,0.575340211391449
52,1.0893069979472039,0.49293869733810425,0.05060741202004494,0.574999988079071
53,1.0833467229818687,0.4921875,0.05005014762282371,0.5753528475761414
54,1.0901682743659387,0.49273839592933655,0.049802740663290025,0.5767011046409607
55,1.0884549296819246,0.49273839592933655,0.04958150600714068,0.5748236179351807
56,1.0902095024402325,0.4915865361690521,0.049286841312723775,0.5758442282676697
57,1.0862821967173846,0.49103567004203796,0.04842316106923165,0.5767136812210083
58,1.0893912651599982,0.4912860691547394,0.04871549096799666,0.5746975541114807
59,1.087768316268921,0.490234375,0.048179887908120306,0.5756426453590393
60,1.08650749310469,0.4904847741127014,0.04794964485110775,0.5749621987342834
61,1.0848556466591663,0.49078527092933655,0.04753464998737458,0.5753528475761414
62,1.0861587600830274,0.49078527092933655,0.04745759819784472,0.5757938623428345
63,1.0858442768072472,0.49143630266189575,0.04672644304171685,0.5768271088600159
64,1.0901633577469068,0.4908854067325592,0.04683652109196109,0.574999988079071
65,1.0888695457042792,0.4891326129436493,0.046718755556691076,0.5750377774238586
66,1.0864557700279431,0.49058493971824646,0.04603272515439218,0.5766885280609131
67,1.091655044983595,0.4898337423801422,0.04564817002223384,0.5770791172981262
68,1.0901360251964667,0.4895332455635071,0.04607020183917015,0.5735005140304565
69,1.0871808162102332,0.4896334111690521,0.04545672894004853,0.577293336391449
70,1.0845313041638105,0.4885316491127014,0.04590195419807588,0.5741053223609924
71,1.0920708576838176,0.4875801205635071,0.045175680373945544,0.5767011046409607
72,1.090326795211205,0.4878305196762085,0.044947615794597134,0.5757938623428345
73,1.0894360190782792,0.48707932233810425,0.044871504773055355,0.5743195414543152
74,1.089102152066353,0.48778045177459717,0.044638599070810504,0.5758190751075745
75,1.0907918810844421,0.4870292544364929,0.044534287072958485,0.5745589733123779
76,1.0899390700535896,0.48838141560554504,0.04407973868712302,0.5746724009513855
77,1.093033831853133,0.48707932233810425,0.043753147197346534,0.5752268433570862
78,1.0888829567493536,0.4858773946762085,0.04399661825549218,0.5732485055923462
79,1.0888215792484772,0.48712942004203796,0.043462249107899205,0.5752519965171814
80,1.0912497777205248,0.4878305196762085,0.04350567743662865,0.5750377774238586
81,1.0887541816784785,0.4874298870563507,0.04361906657295842,0.5743951797485352
82,1.0937323004771502,0.4867788553237915,0.043323721135816264,0.5739919543266296
83,1.0896403193473816,0.486328125,0.043135194961101776,0.5751637816429138
84,1.091196277202704,0.4857271611690521,0.04307951186933825,0.5721396207809448
85,1.09315741673494,0.4852764308452606,0.04242411695661083,0.5762978792190552
86,1.0930771858264239,0.48467546701431274,0.04247697238479891,0.5755418539047241
87,1.0924941530594459,0.4852764308452606,0.04241114994210582,0.5747605562210083
88,1.0918057239972627,0.48442506790161133,0.04224211306821916,0.5750126242637634
89,1.092625732605274,0.4839743673801422,0.042239796081858294,0.5728830695152283
90,1.0870872674844203,0.48322317004203796,0.04190474789469473,0.5728704929351807
91,1.0899537113996653,0.4830228388309479,0.04187333189672039,0.5731602907180786
92,1.0901577854767823,0.48382410407066345,0.04151310877453896,0.5735760927200317
93,1.0905132568799532,0.4841746687889099,0.04148487304487536,0.5740045309066772
94,1.0862241372084007,0.48407453298568726,0.041573127335117706,0.5738029479980469
95,1.0925701061884563,0.48387420177459717,0.04119980787077258,0.5737273097038269
96,1.0885636332707527,0.48277243971824646,0.04138404005958188,0.5724924206733704
97,1.094284711739956,0.4831230044364929,0.04083126737706123,0.5722278356552124
98,1.0899309164438493,0.48357370495796204,0.04059558590092967,0.5754662156105042
