,train_loss,val_loss,train_acc,val_acc
0,1.5998507976531982,2.7309137980143228,0.46475497159090906,0.30952380952380953
1,1.3041779160499574,2.5722617308298745,0.5700461647727273,0.3109188988095238
2,1.0936054944992066,2.244370937347412,0.637109375,0.32254464285714285
3,0.9071881949901581,1.702738642692566,0.7451349431818182,0.6196056547619048
4,0.7479629814624786,1.3682539860407512,0.8075461647727273,0.6811755952380952
5,0.6130961894989013,1.177463134129842,0.8465909090909092,0.7219122023809524
6,0.4767881453037262,1.1662331819534302,0.9039240056818182,0.6871279761904763
7,0.3780674904584885,1.1671603520711262,0.9373579545454545,0.6916852678571429
8,0.2854017198085785,1.0842957496643066,0.9693004261363637,0.6980096726190476
9,0.23285813629627228,1.093520740667979,0.9820490056818182,0.7114955357142857
10,0.19899718910455705,1.0509819785753887,0.9886541193181818,0.6774553571428571
11,0.1665799841284752,0.93131951491038,0.9909801136363636,0.7385602678571429
12,0.142014579474926,0.8986307978630066,0.9951171875,0.7074962797619048
13,0.12367235645651817,1.0064786672592163,0.9962002840909092,0.6818266369047619
14,0.10878596976399421,1.0183961590131123,0.99765625,0.6943824404761904
15,0.09374305903911591,1.0178934335708618,0.999609375,0.6645275297619048
16,0.08363287746906281,0.995094100634257,0.9991299715909092,0.6815476190476191
17,0.07482639774680137,1.1784021059672039,1.0,0.6293712797619048
18,0.06988434717059136,0.9955504933993021,1.0,0.6851748511904763
19,0.06459533423185349,0.9903614123662313,0.9998046875,0.6896391369047619
20,0.06040099561214447,1.02053697903951,1.0,0.67578125
21,0.057022832334041595,0.9984598954518636,1.0,0.666015625
22,0.05433214083313942,1.0124134421348572,1.0,0.6789434523809524
23,0.051790423691272736,1.0054556131362915,1.0,0.6692708333333334
24,0.04963881932199001,0.9871028661727905,1.0,0.6873139880952381
25,0.04771809913218021,1.0184931755065918,1.0,0.6776413690476191
26,0.04624401293694973,1.016881783803304,1.0,0.6762462797619048
27,0.044695458561182025,0.9951260487238566,1.0,0.6701078869047619
28,0.04342329986393452,1.1094149549802144,1.0,0.6580171130952381
29,0.042247329652309415,1.1165462732315063,1.0,0.6529017857142857
30,0.04111077710986137,1.1545827984809875,1.0,0.6324404761904762
31,0.04017213992774486,1.0237199266751607,1.0,0.6837797619047619
32,0.03929331414401531,0.980040987332662,1.0,0.6861049107142857
