,train_loss,val_loss,train_acc,val_acc
0,83.83963775634766,103.41097259521484,9.361692832066463,43.00654125213623
1,71.07760620117188,103.7053279876709,6.126356638394869,37.865023612976074
2,64.91609984177809,68.0162467956543,5.028354589755718,5.512910604476929
3,61.70180980975811,66.20931816101074,4.551470866570106,5.583539605140686
4,59.23206270658053,63.01608848571777,4.222896685967078,5.123712420463562
5,56.22417860764723,58.9127197265625,3.6425168881049523,4.316619515419006
6,53.04744896521935,60.73692512512207,3.0433348142183743,4.6167320013046265
7,52.94764474722055,67.10374164581299,3.037193096601046,5.827189564704895
8,52.8869989835299,60.41876983642578,3.085013536306528,4.71576714515686
9,51.565467834472656,60.64445972442627,2.7234421143165,4.413185298442841
10,49.976221524752106,59.01072597503662,2.5277591118445764,4.4025216698646545
11,48.849348508394684,63.51656150817871,2.3514470412180972,5.075682282447815
12,49.456295893742485,60.080810546875,2.508299497457651,4.800464510917664
13,49.49161060039814,57.81925868988037,2.4973586155818057,3.86983585357666
14,49.28268373929537,60.605478286743164,2.4898325296548696,4.132718086242676
15,47.54805784959059,63.299102783203125,2.0768325145428,4.943267107009888
16,45.94983320969801,61.263023376464844,1.8127834980304425,4.31711220741272
17,45.01183993999775,60.59139823913574,1.6511178933657134,4.297594785690308
18,44.55851745605469,60.18071746826172,1.577765969129709,4.11148464679718
19,44.353523841271034,62.490617752075195,1.5509495001572828,4.878656506538391
20,44.46003928551307,60.37495231628418,1.5530931124320397,4.30895471572876
21,44.007495586688705,61.1859655380249,1.4808737222964947,4.1042280197143555
22,43.45906947209285,60.85829448699951,1.408839720946092,4.4388222098350525
23,43.26566021259014,60.024399757385254,1.40031124995305,4.276719808578491
24,43.20081182626578,63.70287895202637,1.3648900160422692,4.807019829750061
25,42.797600966233475,61.596710205078125,1.3386424413094153,4.135904908180237
26,42.62214778019832,63.53854560852051,1.2883454194435706,4.904890298843384
27,42.102123553936295,59.935872077941895,1.2041333455305834,4.024126291275024
28,41.58096548227164,61.404550552368164,1.1119662477419927,3.9656330347061157
29,41.49996214646559,60.633524894714355,1.1137591829666724,4.289946377277374
30,41.406952784611626,59.750691413879395,1.0881038583241975,3.6957265734672546
31,41.223070291372444,61.02254867553711,1.054730704197517,4.152836322784424
32,41.18738673283504,60.100440979003906,1.0557127824196448,3.7107744812965393
33,41.19981677715595,59.78600883483887,1.0574363561776967,3.7483133673667908
34,41.140492072472206,62.7051420211792,1.0631029055668757,3.987879157066345
35,40.990770486684944,60.63297080993652,1.043007071201618,4.193340599536896
36,40.87991743821364,59.88646984100342,1.0058998373838572,3.8365042209625244
37,40.75645006619967,59.783446311950684,0.9709934362998376,3.7678866386413574
38,40.59339053814228,58.707024574279785,0.9388531400607183,3.7583383321762085
39,40.482879638671875,66.16900730133057,0.9148405056733352,4.445784151554108
40,40.55939865112305,63.93812274932861,0.954519524024083,3.9688335061073303
