,train_loss,val_loss,train_acc,val_acc
0,2.4830451011657715,2.4274659156799316,0.23646375868055555,0.39663461538461536
1,1.6267960667610168,2.0537877082824707,0.5136854383680556,0.4479166666666667
2,1.5182816982269287,1.8085880279541016,0.5584671585648149,0.453525641025641
3,1.4369496703147888,1.6729345321655273,0.5830982349537037,0.46794871794871795
4,1.4170830845832825,1.6053647994995117,0.6106092664930556,0.4879807692307692
5,1.3497803807258606,1.5538049936294556,0.6149495442708333,0.4951923076923077
6,1.374572992324829,1.5094966888427734,0.5890254267939814,0.5048076923076923
7,1.2918726205825806,1.4745309352874756,0.6326361762152778,0.5200320512820513
8,1.310943603515625,1.4411966800689697,0.6258228443287037,0.5384615384615384
9,1.2345449328422546,1.4202734231948853,0.6521312572337963,0.5464743589743589
